entity,label,count
counter feit steal security,ORG,1
united state code b rule constructionsubparagraph,ORG,1
cranston gonzalez,PERSON,1
cuomo v clearing,PERSON,1
section 1062 10,LAW,1
custodial bank banker bank,ORG,1
united state code b reportthe comptroller general shall submit congress,ORG,1
custodian deputy,PERSON,1
section 5c,LAW,1
custodian designate,PERSON,1
united state code definition,ORG,1
control armed group,ORG,1
consumer publish bureau labor statistic department,ORG,1
biennially,ORG,1
appropria tions house representative committee bank housing urban affair senate committee financial service house,ORG,1
additional 12 month,DATE,1
bureau manner bureau office thrift super vision,ORG,1
bureau contributionthe bureau shall pay employer contribution federal reserve system,ORG,1
bureau contributionthe bureau shall pay employer contribution,ORG,1
bureau census board,ORG,1
approvalany proxy,PERSON,1
adjustmentan,GPE,1
branch united state financial,ORG,1
united state code restriction,ORG,1
consumer least 3,CARDINAL,1
appropria tions house,ORG,1
authority bureau preserva tion authority,ORG,1
april 1 fiscal year,DATE,1
appointeesas,ORG,1
bankruptcy code ii,LAW,1
assert enforceable,PERSON,1
section 555,LAW,1
applica tion,PERSON,1
b3c,ORG,1
bureauif bureau,ORG,1
business insurance ii electronic conduit,ORG,1
section 129cb2b,LAW,1
advisor least 1,CARDINAL,1
united state code rule regulation thereunder,ORG,1
authoritieseach,GPE,1
affiliatesan affil iate,PERSON,1
april 30 fiscal year,DATE,1
age 62 year,DATE,1
united state code respect person describe subsection,ORG,1
appropria,NORP,1
august 3 1994,DATE,1
age 62 year old,DATE,1
august 31 2011,DATE,1
advisory technical professional committee,ORG,1
agenciesa clearing,ORG,1
agencyany clearing agency,ORG,1
bb strike,PERSON,1
authorizedin event bureau transferor agency,ORG,1
august 31,DATE,1
asia europe area,LOC,1
age 65 old,DATE,1
bgeneral power bureau,ORG,1
united state code respect information,ORG,1
amendment 1,CARDINAL,1
section 12e2b,LAW,1
bank federal saving association sub,ORG,1
assignmentsin,PERSON,1
agriculture committee financial service house,ORG,1
appoint chairman consultation commission,ORG,1
section 129bc,LAW,1
bal loon,ORG,1
authoritya,PERSON,1
b9 ii,ORG,1
assn l l,ORG,1
appoint board liqui,ORG,1
application nonbank financial company,ORG,1
annual percent,PERCENT,1
section 1125c,LAW,1
c7 1,PERSON,1
contributionan,GPE,1
consulta tion commissioner federal trade commission,ORG,1
consumer 12,DATE,1
consumer 30 day,DATE,1
united state code corporation appoint receiver,ORG,1
consumer finan cial protection office financial research e,ORG,1
bank b federal reserve,ORG,1
bank hold company council,ORG,1
amendment securi tie exchange,ORG,1
appoint corporation,ORG,1
united state code title,ORG,1
american 1,ORG,1
united state code regulation subject,ORG,1
american institute cpcuinsurance institute america,ORG,1
united state code subtitle cadditional board,ORG,1
awardsa,PERSON,1
antifraud authoritya,PERSON,1
authorizedthe chairman board,ORG,1
american samoa trust terri tory pacific possession united state,ORG,1
united state code subsection c,ORG,1
american institute cpcuinsurance institute america bb,ORG,1
associationsa federal saving association,ORG,1
united state code secretary transportation,ORG,1
alta,ORG,1
agricul tural commodity limit,ORG,1
alaska,GPE,1
applica bility state,PERSON,1
united state code regulation implement,ORG,1
asset liability bureau,ORG,1
capital risk,ORG,1
central bank ministry department place,ORG,1
verdate nov 24 2008 1040,DATE,1
section 3021 12 usc,LAW,1
united state transfer fund trans feree,ORG,1
section 4k4e bank,ORG,1
section 314,LAW,1
section 4m3,LAW,1
section 31,LAW,1
section 4r,LAW,1
section 306,LAW,1
90day,ORDINAL,1
section 303 304h 305b,LAW,1
90day period end final day fiscal year,DATE,1
80b2a11,CARDINAL,1
united state third,ORG,1
section 4d,LAW,1
section 3d,LAW,1
abet ting,ORG,1
80b2a11,PRODUCT,1
80b14,CARDINAL,1
80b18a,CARDINAL,1
80b18b,CARDINAL,1
80b18c,CARDINAL,1
90day,CARDINAL,1
united state treasury,ORG,1
908,CARDINAL,1
912 clarification authority,MONEY,1
section 3 12 usc,LAW,1
section 2c2b,LAW,1
united state territory,ORG,1
united state successor agency department,ORG,1
91508 12 usc 19511959,DATE,1
section 4sh,LAW,1
united state subject board governor,ORG,1
united state state ii,ORG,1
906h,PRODUCT,1
united state state foreign country jurisdiction,ORG,1
united state shall submit report committee bank housing urban affair committee health education labor pension senate committee financial service committee education labor house,ORG,1
918 2,PRODUCT,1
united state shall serve,ORG,1
section 2a1a,LAW,1
section 27b,LAW,1
section 5 ii,LAW,1
section 3 3 section,LAW,1
section 4se,LAW,1
912 clarification authority commission,MONEY,1
xiv,PERSON,1
write bureau bureau initiate enforcement proceeding bureau authorize federal law title,ORG,1
certainty bank,ORG,1
waiver modi fication,ORG,1
80a3c,CARDINAL,1
80a49,CARDINAL,1
80b 14,DATE,1
80b 5,DATE,1
section 4aa,LAW,1
section 49,LAW,1
section 3de 2,LAW,1
veteran affair iii department,PERSON,1
section 406,LAW,1
8321 15,DATE,1
80b2a11c,CARDINAL,1
8323,CARDINAL,1
8324,DATE,1
section 3section 3,LAW,1
viola,ORG,1
8341,CARDINAL,1
section 4302d,LAW,1
8342,DATE,1
8344,CARDINAL,1
84,CARDINAL,1
year 5,DATE,1
year 6,DATE,1
80a37b,CARDINAL,1
80a35a,MONEY,1
8105c3,CARDINAL,1
80b2a21,CARDINAL,1
80b3 subsection c1a,WORK_OF_ART,1
80b3i1,PRODUCT,1
80b3m,PRODUCT,1
80b5e,CARDINAL,1
working community affair office,ORG,1
80b9,CARDINAL,1
80b13a,CARDINAL,1
80b10c,CARDINAL,1
80b10,CARDINAL,1
year 2005,DATE,1
year quarter year,DATE,1
80a24f,CARDINAL,1
80a2a19,CARDINAL,1
section 4c ii register commission,LAW,1
year prior date,DATE,1
80a2a44,CARDINAL,1
year precede year,DATE,1
united state state state court,ORG,1
section 4ca,LAW,1
section 4k,LAW,1
committee bank housing urban affair senate,ORG,1
united state code know freedom information,ORG,1
complaint bureau federal trade commission,ORG,1
section 1101,LAW,1
complaint ii bureau federal trade commission,ORG,1
complaint receive bureau,ORG,1
complaint secretary labor shall,ORG,1
complexity finan cial institution capital market efficiency economic growth study,ORG,1
comptroller currency board,ORG,1
section 1109,LAW,1
section 1113 12 usc,LAW,1
906,CARDINAL,1
section 112,LAW,1
citation mine safety health administration,ORG,1
citizen united state,GPE,1
city county,GPE,1
city federal reserve bank branch bank,ORG,1
united state code j incorporation agency,ORG,1
united state code information,ORG,1
clear house clearing agency regulation,ORG,1
clearing corporation require reg,ORG,1
comparabilitythe standard prescribe commission subsection,ORG,1
commu nities united state,ORG,1
united state code g commodity future trade commission,ORG,1
united state code g investor protection,ORG,1
certifies committee bank housing urban affair senate committee financial service,ORG,1
cftc,ORG,1
cftcsec,ORG,1
chairperson committee inde pendent,ORG,1
chairperson corporation chairman federal trade commission,ORG,1
chairperson corporation g chairperson commodity future trade commission,ORG,1
united state code provision title,ORG,1
chairperson council shall submit joint report committee bank housing urban affair senate committee financial service house,ORG,1
chapter,LAW,1
united state code provision subtitle,ORG,1
united state code provision law ii,ORG,1
section 5b1b,LAW,1
abu sive,PERSON,1
united state code g,ORG,1
section 1104,LAW,1
united state code ii subpoenasa subpoena,ORG,1
section 1105c,LAW,1
section 5b2c,LAW,1
committee bank housing urban affair senate committee financial service committee energy commerce house,ORG,1
clearing house,ORG,1
clearing house clear agency,ORG,1
section 1122,LAW,1
section 4fb,LAW,1
9 10 ii,TIME,1
9,DATE,1
8n,CARDINAL,1
8l,CARDINAL,1
8901,CARDINAL,1
89013,DATE,1
8905b1a,CARDINAL,1
section 3a2,LAW,1
8a,MONEY,1
vari ation,ORG,1
8a5 ii,QUANTITY,1
8a7,CARDINAL,1
8b,CARDINAL,1
8c,CARDINAL,1
8e,CARDINAL,1
usc 78mf1,ORG,1
8fi,ORDINAL,1
8ge,ORDINAL,1
8k,CARDINAL,1
section 4fb ii,LAW,1
section 327 28,LAW,1
coltan cassiterite,PERSON,1
905 913,CARDINAL,1
section 112111,LAW,1
commerce house,ORG,1
commis sioner agency,ORG,1
abu sive practice,PERSON,1
national security association enforce standard care broker dealer,ORG,1
abet viola,ORG,1
9 section 1216 12 usc 1833e,DATE,1
united state virgin island,ORG,1
united state virgin,ORG,1
9 15,CARDINAL,1
9 7,PRODUCT,1
9 month,DATE,1
9 percent,PERCENT,1
9 section 11 12,QUANTITY,1
9 section 1514 12,DATE,1
906a 3,PRODUCT,1
united state united state subtitle,ORG,1
section 4de,LAW,1
section 33,LAW,1
mineralrich zone,GPE,1
nov 24 2008 1519,DATE,1
nonmember bank board,ORG,1
1719g2,CARDINAL,1
first 5 month fiscal year,DATE,1
first 5 year,DATE,1
general insurance commis sioner state bureau shall primary,ORG,1
5431 12,DATE,1
80a12d1j,CARDINAL,1
1786g7,CARDINAL,1
1715z2,CARDINAL,1
1715z20,CARDINAL,1
1715z25,CARDINAL,1
175000000000,CARDINAL,1
17a ii,DATE,1
1752 sec 1204,DATE,1
1752a,DATE,1
1754,DATE,1
1757,DATE,1
1780,DATE,1
1785,DATE,1
1787k5,GPE,1
1813 2,DATE,1
1790dj,ORG,1
time submit congress,ORG,1
financial sta bility oversight,PERSON,1
prudential regulator pruden tial regulator initiate enforcement proceeding authorize title recommendation shall,ORG,1
tion 1507,DATE,1
termi nation bridge financial company,ORG,1
termi,ORG,1
section 741,LAW,1
section 746,LAW,1
prudential regulator initiate enforcement proceed act federal law include regulation,ORG,1
first calendar year,DATE,1
first appoint advisory committee,ORG,1
first 6 month,DATE,1
finan cial company bank,ORG,1
finan cial company default,ORG,1
finan cial institution,ORG,1
prudential require,ORG,1
finan cial regulator board governor authorize disclose council copy examination,ORG,1
prudential regulator shall authority require report,ORG,1
prudential regulator shall,ORG,1
tion clause ii ii,EVENT,1
financial protection bureau act comptroller currency,ORG,1
financial protection bureau fed,ORG,1
tion b availabilitya supervise,ORG,1
17a,DATE,1
17a1,CARDINAL,1
1831ub4b,PRODUCT,1
1701z7,CARDINAL,1
16a,CARDINAL,1
16e2b,CARDINAL,1
1701,DATE,1
1701p2,CARDINAL,1
1701x1,CARDINAL,1
1701x2 verdate nov,DATE,1
1701xa4f,PRODUCT,1
1701xc5aii,DATE,1
1701xe,GPE,1
181,CARDINAL,1
17ah 17ai 17aj 17ak 17al,DATE,1
1813c 3,DATE,1
1468b,DATE,1
1841j3,CARDINAL,1
1831e 12 usc 1817,DATE,1
1831je,ORDINAL,1
1831o,DATE,1
1831o verdate nov 24 2008 0341,DATE,1
1831o1,CARDINAL,1
1831p 9 1c,DATE,1
1693p1693r 1693,DATE,1
1693p 1693q,DATE,1
1693,DATE,1
1692o,DATE,1
17b,DATE,1
17f 15,DATE,1
17f1,CARDINAL,1
17f2,CARDINAL,1
18 12 usc 1828,DATE,1
180th day,DATE,1
1709c2a,CARDINAL,1
1709,DATE,1
1708f,DATE,1
1704,DATE,1
1681ie,GPE,1
1681j,DATE,1
1681mh6,DATE,1
1681s 15 usc 1681a,DATE,1
1681w,DATE,1
1691o2,CARDINAL,1
1692a,DATE,1
1692k 1692,DATE,1
1692l,DATE,1
fiscal year 2003 2011 insert fiscal year ii,DATE,1
fiscal year 2002 2011,DATE,1
fiscal year 2 midyear,DATE,1
prudential regulator enforce compliance,ORG,1
general united state shall submit,ORG,1
promul gate commission,ORG,1
prior year,DATE,1
section 8a,LAW,1
generalthe bureau appropriate bureau investigator,ORG,1
prior fiscal year 2011,DATE,1
generalthe bureau bureau investigator,ORG,1
previous year 25,DATE,1
generalthe bureau federal trade commission,ORG,1
term month,DATE,1
fiscal year 2,DATE,1
section 7ab2,LAW,1
federal saving association,ORG,1
federal reserve bank day,ORG,1
federal reserve bank department treasury,ORG,1
federal reserve bank e board f national credit union administration,ORG,1
prudential standard section board,ORG,1
federal reserve bank employeesemployees federal reserve bank,ORG,1
federal reserve bank transfer bureau title except bureau subject section,ORG,1
federal reserve system bureau consumer financial protection inspector general board governor federal reserve system bureau consumer financial protection shall authority,ORG,1
promulgate bureau h jurisdiction court,ORG,1
general insurance commissioner,ORG,1
section 4c ii register commission floor broker b far definitionthe commission rule regulation,LAW,1
prudential aspect international insurance mat ters,ORG,1
grammleachbliley act legal certainty bank,ORG,1
section 8d,LAW,1
prudential regulator agency jurisdiction,ORG,1
grant secretary act,ORG,1
groundsa petition,ORG,1
guam american,PERSON,1
guam virgin,PERSON,1
power vest bureau law c autonomy bureau 1 coordination board,ORG,1
guaran,GPE,1
hereby,GPE,1
higherrisk mort,PERSON,1
preceding year,DATE,1
supervision large bank saving association credit,ORG,1
generalthe bureau shall submit annual report committee bank housing urban affair senate committee financial service house,ORG,1
previous 5 year,DATE,1
general department treasury,ORG,1
prudential regulator agency,ORG,1
general federal trade commission,ORG,1
prudential international insur,ORG,1
federal reserve system consultation,ORG,1
prudential standard nonbank financial company supervise board governor bank hold company describe subsection,ORG,1
file sipc court,ORG,1
federal reserve act amendment supervision regulation policy,ORG,1
federal reserve act board,ORG,1
publication board,ORG,1
federal reserve act federal reserve,ORG,1
federal reserve act v bank,ORG,1
prudential supervision respect company,ORG,1
tiona,ORG,1
prudential require ments commodity future trade commission commission,ORG,1
fiscal year 2011,DATE,1
section 739,LAW,1
prudential regulator ini tiate enforcement proceeding,ORG,1
first day,DATE,1
prudential regulator impose capital requirement ii,ORG,1
first day fiscal year,DATE,1
first full fiscal year,DATE,1
prudential regulator ii financial stability oversight council iii commodity future trade commission,ORG,1
first full fiscal year beginning date,DATE,1
section 732,LAW,1
therefrom person,PERSON,1
tion national association insurance commis sioners successor,ORG,1
federal reserve act authorize,ORG,1
federal reserve act amendment supervision regulation,ORG,1
title v grammleachbliley act,ORG,1
purpose act board,ORG,1
federal trade commission act federal trade,ORG,1
federal trade commission act law authority,ORG,1
federal trade commission federal agency,ORG,1
fee bureau farm credit administration,ORG,1
fhfa fourth quarter 2008,DATE,1
fide newspaper news,ORG,1
prudential standard board,ORG,1
federal reserve bank corporation covered financial company ii,ORG,1
prudential standard title intermediate hold company nonbank financial company supervise board,ORG,1
federal reserve bank corporation covered financial company b security,ORG,1
prudential supervision regu,ORG,1
federal national mortgage association federal home loan mortgage corporation secretary treasury,ORG,1
section 727,LAW,1
federal national mortgage association section,ORG,1
qualification board appraisal foundation,ORG,1
tively day,DATE,1
purposesa bridge financial company shall treat covered financial company default,ORG,1
federal reserve act agreement board,ORG,1
purpose duty council,ORG,1
1831tcf,CARDINAL,1
1834,DATE,1
meet standard creditworthiness commission,ORG,1
1508,DATE,1
1640a,DATE,1
1646,DATE,1
1654,DATE,1
165d,PRODUCT,1
1664,DATE,1
1666,DATE,1
16661666j,DATE,1
15cc,ORDINAL,1
15bd,ORDINAL,1
15bc8,CARDINAL,1
1521,DATE,1
1509,CARDINAL,1
151,CARDINAL,1
151,PRODUCT,1
1510,DATE,1
1510 12,DATE,1
1513,DATE,1
1513 12 usc,DATE,1
1513e,DATE,1
1514ab2,CARDINAL,1
1639h,DATE,1
1639f,DATE,1
1639e,DATE,1
1639d 15 usc 1639d,DATE,1
15 usc 1639b verdate nov,DATE,1
15 usc 1639c 15 usc 1639c,DATE,1
15 usc 1666 1666c,DATE,1
1500000000,CARDINAL,1
1501,DATE,1
1507a1,CARDINAL,1
15bd2,CARDINAL,1
15d,CARDINAL,1
15day,DATE,1
15e 15,DATE,1
15em,ORDINAL,1
15ew security exchange,ORG,1
15f,CARDINAL,1
15fl2,CARDINAL,1
15gc2,CARDINAL,1
1602aa4,DATE,1
16033,DATE,1
1613,DATE,1
1638a verdate nov,DATE,1
1517 title,DATE,1
1528,DATE,1
1841c2d,GPE,1
2 examinationsection 10b,DATE,1
2 30month,DATE,1
2 3rd year,DATE,1
2 5,DATE,1
1994 9,DATE,1
2 5 6,CARDINAL,1
2 6,CARDINAL,1
2 60 day,DATE,1
2 8,DATE,1
2 90 day,DATE,1
2 fiscal year 2012 1500000000 3 fiscal year 2013 1750000000,DATE,1
154 4,CARDINAL,1
2 ii,QUANTITY,1
2 later 60 day,DATE,1
2 second,QUANTITY,1
2 second,TIME,1
2,DATE,1
1st year end,DATE,1
1st year 1year,DATE,1
1st year,DATE,1
19b1,CARDINAL,1
2 3 4,DATE,1
2 3,DATE,1
2 1996,DATE,1
2 1831p1,CARDINAL,1
1544,DATE,1
155 2009,DATE,1
1553,DATE,1
1556,DATE,1
1557,DATE,1
15a,DATE,1
15ab,CARDINAL,1
15b4,CARDINAL,1
15ba security exchange,ORG,1
15bb2e,CARDINAL,1
1861b4,CARDINAL,1
1867c2,CARDINAL,1
1881,DATE,1
2 4,CARDINAL,1
2,MONEY,1
2 100000 3 consecutive fiscal year,DATE,1
2 12,CARDINAL,1
2 12,DATE,1
2 15,CARDINAL,1
15 usc 1639b,DATE,1
15 usc 1639a,DATE,1
15 usc 1638b,DATE,1
1821a1e,ORG,1
1817b1,CARDINAL,1
1817j,DATE,1
1817j 4,DATE,1
1818b3,PRODUCT,1
1818e,DATE,1
1820b3,CARDINAL,1
1820e,DATE,1
1821a1,CARDINAL,1
1821a1,DATE,1
1823,DATE,1
15 usc 1638a,DATE,1
1823c 3,DATE,1
1823c4,DATE,1
1824 1825c5,DATE,1
1827,DATE,1
1828c,DATE,1
1828c5,CARDINAL,1
1828d4ai,CARDINAL,1
1681ch2a,CARDINAL,1
1677,DATE,1
1813s,DATE,1
1813q1,TIME,1
1813q 73,DATE,1
1813q 2,DATE,1
1841c2d 2,ORG,1
1841o4,CARDINAL,1
1813f,DATE,1
1842,DATE,1
1843j1,CARDINAL,1
1843j2,CARDINAL,1
1843k,DATE,1
1843k6b,CARDINAL,1
1843l1,CARDINAL,1
1844b,DATE,1
1844c1,CARDINAL,1
1844c5,CARDINAL,1
1844c5 12,CARDINAL,1
1850a 15,DATE,1
1831c 12,DATE,1
1831c,DATE,1
1831,DATE,1
1829b,DATE,1
1813q 11,DATE,1
16671,DATE,1
15 usc 78fff 3,DATE,1
15 usc 1681wa3,DATE,1
150000000 2,DATE,1
15 usc 1681bg,MONEY,1
15 usc 1667c 1667e,DATE,1
15 usc 1667a 1667e,DATE,1
1473,CARDINAL,1
14a,DATE,1
14b,DATE,1
14c,CARDINAL,1
15 day date,DATE,1
15 day end,DATE,1
15 day period,DATE,1
15 percent,PERCENT,1
15 usc,QUANTITY,1
15 usc 1602,DATE,1
15 usc 1604,DATE,1
15 usc 1604a second,DATE,1
15 usc 1604b,DATE,1
15 usc 1607a,DATE,1
15 usc 1616 1632 1651,DATE,1
15 usc 1638,DATE,1
15 usc 1681s,DATE,1
150000000,DATE,1
15 usc 1691a,DATE,1
150000,CARDINAL,1
15 usc 1691c,DATE,1
15 usc 1693b,DATE,1
15 usc 1693bc,DATE,1
15 usc 1715 15 usc 1715 15 usc 1702,DATE,1
15 usc 17as section,DATE,1
15 usc 6103d,DATE,1
15 usc 6804a,DATE,1
15 usc 7215c7b,PERCENT,1
15 usc 78ca62,PERCENT,1
15 usc 78mf,DATE,1
1666j,DATE,1
15 usc 78oc3 ii,QUANTITY,1
15 usc 78pa,DATE,1
15 usc 80a 60a3biii,DATE,1
15 usc 80a5,PERCENT,1
15 usc 80b3f amend,PERCENT,1
15 usc 8201,DATE,1
150,CARDINAL,1
150 day,DATE,1
gram,PRODUCT,1
pre scribe bureau bureau,ORG,1
section 8c,LAW,1
mar kets,PERSON,1
max imum,PERSON,1
may 1 2010,DATE,1
may 1 year,DATE,1
may 19,DATE,1
nonoccur,ORDINAL,1
seventh,ORDINAL,1
may 19 2010,DATE,1
seq xii security,PRODUCT,1
mar kets iii,PERSON,1
80a17f,CARDINAL,1
notice mine safety health administration pattern violation mandatory health safety standard,ORG,1
manda tory,PERSON,1
security exchange,ORG,1
limitationa,GPE,1
limitationin carry duty ombudsman subparagraph,ORG,1
limitedin,PERSON,1
limitsin order,PERSON,1
lion american,ORG,1
lish multiyear,DATE,1
litigation authority,ORG,1
lien residen,PERSON,1
shall 3,CARDINAL,1
sipc customer,PERSON,1
notice deficienciesif board governor corporation,ORG,1
later 9 month date,DATE,1
sipc shall entitle,PERSON,1
sipc person,PERSON,1
sipc para,PERSON,1
sipc mem,PERSON,1
later 90 day end fiscal year,DATE,1
sipc insert follow generalsipc,PERSON,1
later april 20 1991,DATE,1
later april 5,DATE,1
less quarter,DATE,1
sipc file application protective decree court competent jurisdiction,ORG,1
seq sipc,ORG,1
north american,NORP,1
mar kets subject commission,PERSON,1
notice mine safety health administration coal mine pattern violation mandatory health safety standard,ORG,1
march 1 fiscal year,DATE,1
march 2010,DATE,1
notice ii,PERSON,1
notice finding board,ORG,1
litigation corporation receiver party,ORG,1
litigation council,ORG,1
govern board,ORG,1
examination council ii,ORG,1
section 704,LAW,1
section 7064,LAW,1
section 717 act,LAW,1
transferee,CARDINAL,1
two year,DATE,1
section 1002,LAW,1
trader month,DATE,1
united,ORG,1
examina tions board governor federal reserve bank,ORG,1
section 6d,LAW,1
litigation justifies,ORG,1
united nation,ORG,1
examination enforcement action,ORG,1
section 6e,LAW,1
examination enforcement action insur,ORG,1
examination enforcement action insurance,ORG,1
examination federal saving association comptroller currency,ORG,1
section 6j3 12,LAW,1
section 10025,LAW,1
twothirds,CARDINAL,1
federal credit union act federal credit union,ORG,1
transferthe bureau national credit union administration board,ORG,1
treasury,PERSON,1
treasurythe department treasury,ORG,1
loan bank board federal saving loan,ORG,1
loan bank federal reserve bank,ORG,1
mac sec,PERSON,1
maga zine,PERSON,1
manda,GPE,1
house representative committee banking housing urban affair,ORG,1
house ii vote,ORG,1
dem onstrates,LOC,1
troller currency board saving association,ORG,1
fannie mae freddie,ORG,1
two,CARDINAL,1
section 1001,LAW,1
section 6section,LAW,1
section,ORG,1
fannie mae freddie mac small company,ORG,1
fannie mae obligation security treasury,ORG,1
secretary department housing urban development secretary,ORG,1
fannie maes,ORG,1
fannie mae federal home loan mortgage corporation,ORG,1
section ii least 23,LAW,1
sipc shall submit,PERSON,1
later 7 month,DATE,1
national security association register security exchange,ORG,1
senate committee agriculture house representative report commission,ORG,1
nature united state finan cial asset company,ORG,1
nature united,GPE,1
national credit union share insurance fund purpose,ORG,1
national edu cation resource center woman retirement planning,ORG,1
national manufacture housing construction safety standard,ORG,1
senate house,ORG,1
national mortgage association charter,ORG,1
national security associations,ORG,1
national security association register commission security exchange,ORG,1
later 7 day,DATE,1
national school lunch,ORG,1
national security association include identification management,ORG,1
national securi tie exchange,ORG,1
national securi tie exchange commission,ORG,1
national credit union administration notice federal register publication,ORG,1
national credit union administration federal trade commission,ORG,1
national credit union administration federal department agency,ORG,1
national credit union administration commission security exchange commission,ORG,1
senate committee,ORG,1
national credit union association v farm credit administration ii,ORG,1
national credit union administration transfer bureau manner bureau national credit union administration board,ORG,1
national credit union administration respect federal credit,ORG,1
national guard reserve,ORG,1
nonmember bank saving association state bank,ORG,1
mem bership,PERSON,1
security exchange commission,ORG,1
mem bership committee,ORG,1
seq national security exchange,ORG,1
member bank hedge fund private equity fund,ORG,1
membersall member council,ORG,1
senate budget committee,ORG,1
seq ii,ORG,1
seq federal trade commission ii,ORG,1
nonmember bank,ORG,1
ments national association insurance commissioner,ORG,1
senate commission,ORG,1
merit ii,PERSON,1
midyear,DATE,1
nonbinding effectany recommendation make council subsection c shall bind federal agency,ORG,1
national association insurance commissioner,ORG,1
senate state action commission,ORG,1
national bank federal saving association,ORG,1
national bank state saving association federal branch federal agency foreign bank ii member bank federal reserve system national bank,ORG,1
national banking association federal saving association period state bank,ORG,1
nonbank finan cial company council,ORG,1
later january 1 2015,DATE,1
security dealer bank,ORG,1
later june 30 year 2010,DATE,1
licensingno state,ORG,1
later march 31 year,DATE,1
noticein addition information require change,ORG,1
later october 30 fiscal year beginning date,DATE,1
later october 30 year,DATE,1
later one year,DATE,1
security dealer bank subsidiary department division bank,ORG,1
later september,DATE,1
legisla,PERSON,1
later december 1 2010,DATE,1
sipc insert,PERSON,1
later date,DATE,1
section sec,LAW,1
later 6 month end first fiscal year date,DATE,1
later 6 month end fiscal year,DATE,1
later 60 day later,DATE,1
section ii,ORG,1
later january 31,DATE,1
sipc ii transfer,PERSON,1
national council,ORG,1
later january 1 2013,DATE,1
senate committee agriculture house,ORG,1
nonbank finan cial company,ORG,1
national credit union administration bar person association entity regulate commission authority,ORG,1
nonaffiliate,ORG,1
new york stock exchange federal reserve bank,ORG,1
new york,GPE,1
national credit union administration board comptroller currency,ORG,1
national credit union administration board respect credit union,ORG,1
national credit union administration bureau,ORG,1
national credit union administration chairperson board director,ORG,1
senate committee financial service house,ORG,1
national credit union administration commission,ORG,1
seq p truth saving act,ORG,1
mediary,GPE,1
may 1year,DATE,1
later june 15 year,DATE,1
later december 31 year 2010,DATE,1
securi tie association board issuance,ORG,1
later first day fiscal year,DATE,1
expenditure least 30000000,CARDINAL,1
expertsthe comptroller general united state,ORG,1
extent court,ORG,1
eastern democratic republic congo,GPE,1
early 1 year date,DATE,1
united state circuit,ORG,1
early 12 month date,DATE,1
early 14 day,DATE,1
early 180 day,DATE,1
early 180 day late 12 month,DATE,1
early end period,DATE,1
united state broker,ORG,1
early late date,DATE,1
education committee bank housing urban affair committee health education labor pension senate,ORG,1
section 605section 605,LAW,1
section 5q,LAW,1
education committee bank housing urban affair committee health education labor pension senate committee financial service committee education labor house,ORG,1
section 6004,LAW,1
effort bureau federal agency,ORG,1
federal national mortgage association federal home loan,ORG,1
federal national mortgage association federal home loan mortgage corporation,ORG,1
section 8e,LAW,1
g national credit union administration h security exchange commission,ORG,1
section 7c1,LAW,1
earlier 4 year date,DATE,1
earlier 30 day late 60 day,DATE,1
enforcementto extent,PERSON,1
united state b requirement consultation,ORG,1
united state authority,ORG,1
united state asia europe,ORG,1
united state america congress,ORG,1
section 1013,LAW,1
epublawpubl203111 gpo1,PERSON,1
eral department agency,ORG,1
section 603section,LAW,1
establishment bureau consumer finan cial protection bureau,ORG,1
earlier 30 day,DATE,1
establishment office housing counsel,ORG,1
etary,DATE,1
every 180 day,DATE,1
every 3 year,DATE,1
every 4 year,DATE,1
every 5 year,DATE,1
every 5 year december 31 2011,DATE,1
section 1011,LAW,1
enrollment life insur,ORG,1
english,NORP,1
supreme courtthe bureau,ORG,1
fourth day,DATE,1
freddie mac,ORG,1
fivemonth,ORDINAL,1
prudential regulator e simultaneous,ORG,1
prudential regulator depository institution,ORG,1
prudential regulator consultation commission,ORG,1
format bureau,ORG,1
foreign board,ORG,1
foreign board trade generalsection,ORG,1
foreign counterpart commission,ORG,1
section 7ac8,LAW,1
section 7ae2,LAW,1
foreign ministry h confidentiality,ORG,1
foreign relation committee bank housing urban affair senate,ORG,1
term bureau mean bureau consumer finan cial,ORG,1
prudential regulator b financial stability oversight council c security exchange commission,ORG,1
prudential regulator assess compliance,ORG,1
general business bureau,ORG,1
practice national security association,ORG,1
generalthe commission council department agency,ORG,1
global national commerce,ORG,1
gold wolf,PERSON,1
follow mem bership ii,PERSON,1
fiscal year ii,DATE,1
freddie macs,ORG,1
fiscal year beginning fiscal year 2010,DATE,1
g department housing urban development,ORG,1
section 7e,LAW,1
section 7j,LAW,1
gao,ORG,1
ten day,DATE,1
gao,PERSON,1
section 804,LAW,1
gao audit council authority auditthe comptroller general united state,ORG,1
gao sec,PERSON,1
prudential regulator bureau shall,ORG,1
prudential regulator bureau,ORG,1
general board authorityif nonbank financial,ORG,1
supreme court united state provide bureau,ORG,1
swapsno agreement,ORG,1
four,CARDINAL,1
today,DATE,1
foreclosuresan,ORDINAL,1
fiscal year 2012 fiscal year thereafter annual,DATE,1
fiscal year 2013 year,DATE,1
section 10131,LAW,1
every 6 month,DATE,1
fac,ORG,1
response complaint bureau,ORG,1
federal national mortgage association fannie mae federal home loan mortgage corporation freddie mac,ORG,1
reg,ORG,1
regulationif state,PERSON,1
request corporation board,ORG,1
federal home loan,ORG,1
federal deposit insurance act company,ORG,1
federal deposit insurance act corporation,ORG,1
transfer bureau manner bureau board,ORG,1
